img_id,version,ambiguous,r_id,directory,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion,response_time_s,timestamp
10_fear,b,False,deepface,expAI2/modified_images,31.215059757232666,0.012425488966982812,18.33231747150421,0.022694825020153075,0.7167119067162275,46.64013981819153,3.0606547370553017,surprise,0.323,06/07/2026 02:42:59
10_fear,g,False,deepface,expAI2/modified_images,0.16702419042503125,8.419204116100374e-07,76.85407124210253,0.003343605602142883,0.0015821089685870782,22.973015662791212,0.0009678074337466169,fear,0.023,06/07/2026 02:42:59
10_fear,l,False,deepface,expAI2/modified_images,17.344393748713284,0.0928321800823146,46.60562615327523,0.058530095273766486,0.30377613018886684,35.28311726056132,0.3117165156642776,fear,0.02,06/07/2026 02:42:59
10_fear,o,False,deepface,expAI2/modified_images,0.1559570780955255,7.938112389638263e-07,76.25946998596191,0.0033914402592927217,0.0014754274161532521,23.578856885433197,0.0008458957381662913,fear,0.021,06/07/2026 02:42:59
11_happy,b,False,deepface,expAI2/modified_images,0.02070099289994687,6.945128347979335e-05,0.11146117467433214,99.50441122055054,0.017721396579872817,0.0062166502175386995,0.33941890578716993,happy,0.018,06/07/2026 02:42:59
11_happy,g,False,deepface,expAI2/modified_images,0.014768479741178453,1.0637182690231839e-06,0.021119453595019877,99.45289492607117,0.002352985757170245,0.0033575863199075684,0.5055057816207409,happy,0.019,06/07/2026 02:42:59
11_happy,l,False,deepface,expAI2/modified_images,1.2318949949380753,0.0001902068902067174,0.81959986356496,97.01320511181385,0.03253878288202184,0.05459399870039515,0.8479777297662335,happy,0.015,06/07/2026 02:42:59
11_happy,o,False,deepface,expAI2/modified_images,0.016544910613447428,1.2454521858273893e-06,0.02316796308150515,99.43296313285828,0.0026542840714682825,0.003592078064684756,0.5210776347666979,happy,0.017,06/07/2026 02:42:59
12_neutral,b,True,deepface,expAI2/modified_images,10.868446334415237,0.6458259957523341,41.81154868740424,0.22558390989409802,15.617855264884861,0.13956082320193328,30.69118329181472,fear,0.022,06/07/2026 02:42:59
12_neutral,g,True,deepface,expAI2/modified_images,4.734683781862259,0.0034664899430936202,7.199479639530182,0.00491205501020886,13.48341852426529,0.01892246655188501,74.55511689186096,neutral,0.021,06/07/2026 02:42:59
12_neutral,l,True,deepface,expAI2/modified_images,9.342008829116821,0.03859652497339994,31.440117955207825,0.13547305716201663,20.047345757484436,0.07771176751703024,38.91874551773071,neutral,0.019,06/07/2026 02:42:59
12_neutral,o,True,deepface,expAI2/modified_images,4.639991192222691,0.003345972401290697,7.010955272799102,0.004916825633283071,13.30612441228337,0.01860286062009059,75.01606046962017,neutral,0.022,06/07/2026 02:42:59
13_sad,b,False,deepface,expAI2/modified_images,0.07087045495530427,5.311062445690892e-07,0.020096686270437987,2.127856757990631e-05,51.168632646636084,1.247767105170242e-06,48.74038085226784,sad,0.02,06/07/2026 02:42:59
13_sad,g,False,deepface,expAI2/modified_images,0.02805081894621253,8.05758681998725e-08,0.010919183114310727,1.9314902033329417e-05,13.275247812271118,1.0657855398221727e-05,86.68575286865234,neutral,0.019,06/07/2026 02:42:59
13_sad,l,False,deepface,expAI2/modified_images,0.6767650538244876,4.972306596405438e-06,1.1595920419449832,0.009927690417153934,47.52816245127693,0.008953639723391218,50.61659518579216,neutral,0.016,06/07/2026 02:42:59
13_sad,o,False,deepface,expAI2/modified_images,0.028385867589720476,8.04732184880907e-08,0.010835824814172857,1.858547369826264e-05,13.571654132407412,9.925060122989197e-06,86.38909025322315,neutral,0.019,06/07/2026 02:42:59
14_surprise,b,False,deepface,expAI2/modified_images,0.006041986125637777,1.3691940914384304e-07,19.705797731876373,72.71711826324463,7.167120277881622,0.001627490928512998,0.40229689329862595,happy,0.02,06/07/2026 02:42:59
14_surprise,g,False,deepface,expAI2/modified_images,0.028003781335428357,6.780621203406056e-10,1.5850091353058815,98.30411672592163,0.08240397437475622,0.00017021408211803646,0.00029144546260795323,happy,0.02,06/07/2026 02:42:59
14_surprise,l,False,deepface,expAI2/modified_images,0.04100999166224102,6.303730322653129e-05,76.82033639075377,11.00813663054327,8.644909181887458,0.16067273475514263,3.3248743161484193,fear,0.018,06/07/2026 02:42:59
14_surprise,o,False,deepface,expAI2/modified_images,0.029710432232417795,7.449365756340634e-10,1.6662211965058809,98.22309634410186,0.0804718604307639,0.00019677361179536924,0.0003054734269980936,happy,0.019,06/07/2026 02:42:59
15_angry,b,True,deepface,expAI2/modified_images,9.435338526964188,1.1548657141702279e-05,6.122179701924324,0.003705624840222299,35.36770045757294,0.0029061966415611096,49.068158864974976,neutral,0.021,06/07/2026 02:42:59
15_angry,g,True,deepface,expAI2/modified_images,0.12249361755288347,3.6239795878061617e-10,0.07388042726400061,0.0005545734769334807,0.7281157156447002,6.660934956499689e-05,99.07488817422916,neutral,0.019,06/07/2026 02:42:59
15_angry,l,True,deepface,expAI2/modified_images,39.71332609653473,8.336574097711491e-06,3.509921580553055,0.001522357706562616,28.756457567214966,0.0007475615802832181,28.01801562309265,angry,0.017,06/07/2026 02:42:59
15_angry,o,True,deepface,expAI2/modified_images,0.12519640895777398,3.6798483122439405e-10,0.07446123498074621,0.0005585873046653228,0.7371166694680852,6.622550298757647e-05,99.06260365620874,neutral,0.019,06/07/2026 02:42:59
16_disgust,b,False,deepface,expAI2/modified_images,5.963638407804871,0.27331923366750677,16.46693000000298,0.002447831648552069,72.62133792765962,0.0039363933483177556,4.668392146729955,sad,0.017,06/07/2026 02:42:59
16_disgust,g,False,deepface,expAI2/modified_images,25.564436648156445,40.075331334789475,9.411372060261492,0.003202060006379001,23.35112532085927,0.0577244068909083,1.5368085339253268,disgust,0.016,06/07/2026 02:42:59
