img_id,version,ambiguous,r_id,directory,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawOpen,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthPucker,noseSneerLeft,noseSneerRight,cheekSquintLeft,cheekSquintRight
4_happy,o,True,mediapipe,Modified_images,0.0003,0.0001,0.6864,0.6967,0.742,0.0863,0.0796,0.0139,0.0841,0.0001,0.7064,0.5673,0.0128,0.0192,0.0219,0.0,0.0,0.0,0.0
5_neutral,b,False,mediapipe,Modified_images,0.039,0.0258,0.1762,0.0717,0.0933,0.1032,0.0462,0.012,0.0243,0.0005,0.0004,0.0002,0.0085,0.0115,0.0355,0.0,0.0,0.0,0.0
5_neutral,g,False,mediapipe,Modified_images,0.0426,0.0133,0.1522,0.0722,0.1893,0.0582,0.018,0.0277,0.1026,0.0002,0.0011,0.0008,0.0185,0.0211,0.0705,0.0,0.0,0.0,0.0
5_neutral,l,False,mediapipe,Modified_images,0.0352,0.0163,0.1462,0.0661,0.1562,0.1441,0.0261,0.0138,0.031,0.0002,0.0057,0.0057,0.0234,0.0201,0.0034,0.0,0.0,0.0,0.0
5_neutral,o,False,mediapipe,Modified_images,0.0606,0.0152,0.1375,0.0341,0.1752,0.1154,0.0238,0.0157,0.0566,0.0003,0.0012,0.0008,0.014,0.019,0.06,0.0,0.0,0.0,0.0
6_sad,b,False,mediapipe,Modified_images,0.1291,0.0382,0.1533,0.0141,0.0341,0.3612,0.1585,0.006,0.0118,0.1294,0.0,0.0,0.0002,0.0004,0.4292,0.0,0.0,0.0,0.0
6_sad,g,False,mediapipe,Modified_images,0.0545,0.0287,0.2421,0.0245,0.0304,0.5027,0.2922,0.0106,0.0162,0.1038,0.0,0.0,0.0004,0.0005,0.7166,0.0,0.0,0.0,0.0
6_sad,l,False,mediapipe,Modified_images,0.1253,0.0657,0.0468,0.0289,0.0549,0.4558,0.2741,0.005,0.0118,0.1015,0.0,0.0,0.0002,0.0004,0.8852,0.0,0.0,0.0,0.0
6_sad,o,False,mediapipe,Modified_images,0.0558,0.0246,0.2312,0.0294,0.0408,0.4256,0.1824,0.0122,0.0197,0.1193,0.0,0.0,0.0001,0.0001,0.8495,0.0,0.0,0.0,0.0
7_surprise,b,True,mediapipe,Modified_images,0.0044,0.0083,0.161,0.3515,0.2311,0.011,0.018,0.0714,0.2753,0.0072,0.0001,0.0,0.0041,0.0054,0.3742,0.0,0.0,0.0,0.0
7_surprise,g,True,mediapipe,Modified_images,0.0062,0.0096,0.2008,0.2603,0.1948,0.057,0.0743,0.0217,0.1194,0.0032,0.0002,0.0001,0.0059,0.0078,0.4518,0.0,0.0,0.0,0.0
7_surprise,l,True,mediapipe,Modified_images,0.0087,0.0147,0.1418,0.156,0.1451,0.0898,0.0776,0.0189,0.1016,0.0047,0.0012,0.0009,0.1195,0.1008,0.0365,0.0,0.0,0.0,0.0
7_surprise,o,True,mediapipe,Modified_images,0.0095,0.0197,0.1361,0.2127,0.1187,0.0429,0.0556,0.0266,0.1441,0.0037,0.0004,0.0002,0.0046,0.0054,0.2882,0.0,0.0,0.0,0.0
8_angry,b,False,mediapipe,Modified_images,0.2421,0.2052,0.0001,0.0212,0.0245,0.4422,0.2373,0.0029,0.0027,0.0077,0.0001,0.0001,0.0107,0.0083,0.2519,0.0,0.0,0.0,0.0
8_angry,g,False,mediapipe,Modified_images,0.0903,0.0612,0.001,0.0466,0.0699,0.5035,0.2888,0.0033,0.0027,0.0083,0.0041,0.0033,0.284,0.2794,0.0596,0.0,0.0,0.0,0.0
8_angry,l,False,mediapipe,Modified_images,0.0475,0.0624,0.003,0.1148,0.0606,0.391,0.4009,0.0051,0.0074,0.0096,0.0,0.0,0.0033,0.0034,0.1322,0.0,0.0,0.0,0.0
8_angry,o,False,mediapipe,Modified_images,0.1118,0.0745,0.0007,0.0398,0.0658,0.5171,0.32,0.0032,0.0034,0.0041,0.0003,0.0001,0.0749,0.0682,0.3098,0.0,0.0,0.0,0.0
9_disgust,b,False,mediapipe,Modified_images,0.2134,0.0697,0.0024,0.0075,0.0785,0.329,0.1297,0.0031,0.0187,0.0163,0.1735,0.0624,0.0027,0.0038,0.0147,0.0,0.0,0.0,0.0
9_disgust,g,False,mediapipe,Modified_images,0.2121,0.0914,0.0021,0.0098,0.0699,0.4779,0.0446,0.0069,0.0819,0.0197,0.0983,0.0555,0.004,0.0062,0.0183,0.0,0.0,0.0,0.0
9_disgust,l,False,mediapipe,Modified_images,0.1247,0.0622,0.0072,0.0112,0.0793,0.4243,0.1125,0.0065,0.0288,0.011,0.0818,0.0268,0.0113,0.0152,0.0115,0.0,0.0,0.0,0.0
9_disgust,o,False,mediapipe,Modified_images,0.1964,0.0718,0.003,0.0166,0.0869,0.4332,0.0383,0.0061,0.0784,0.012,0.088,0.0401,0.0059,0.0081,0.0277,0.0,0.0,0.0,0.0
