img_id,ambiguous,source,version,version_name,cosine_to_original,mean_absolute_change,entropy_change
22_angry,False,DeepFace,b,Blur,0.9812094359675535,0.03706845254579759,0.12136185029675267
22_angry,False,DeepFace,g,Greyscale,0.9996499885733592,0.004378061211694637,-0.0071591385907432414
22_angry,False,DeepFace,l,Low resolution,0.9084137282615224,0.0902001954357529,-0.319633575235484
23_disgust,False,DeepFace,b,Blur,0.9999965317503288,0.0009399726446860749,0.011871920550823338
23_disgust,False,DeepFace,g,Greyscale,0.9999999999208558,4.479487528976047e-06,6.793033134466341e-05
23_disgust,False,DeepFace,l,Low resolution,0.999826917721507,0.008572286906663723,0.08499862609610113
24_fear,False,DeepFace,b,Blur,0.9914877619989838,0.02399229196489359,-0.04901984406809834
24_fear,False,DeepFace,g,Greyscale,0.9999953563721605,0.0005252767004477647,-0.0009442258068358966
24_fear,False,DeepFace,l,Low resolution,0.979775410555243,0.03864099351395718,-0.09029064786549004
25_happy,False,DeepFace,b,Blur,0.9999817668138015,0.002348395065837214,-0.023700247688275652
25_happy,False,DeepFace,g,Greyscale,0.9999999753911649,8.0148628494135e-05,0.0007334582802669895
25_happy,False,DeepFace,l,Low resolution,0.9998088395306748,0.007427256001021252,0.061069365703597195
26_neutral,False,DeepFace,b,Blur,0.742706487808244,0.13087434137768633,0.30105859462193835
26_neutral,False,DeepFace,g,Greyscale,0.999949433703509,0.0028362994829332004,0.0114421580329499
26_neutral,False,DeepFace,l,Low resolution,0.14055880383147878,0.23684153505795216,0.03184831927653381
27_sad,False,DeepFace,b,Blur,0.6501023982320724,0.1383226647722024,0.008188264482243912
27_sad,False,DeepFace,g,Greyscale,0.9999042589923913,0.0021036291925166524,0.0009527505446014772
27_sad,False,DeepFace,l,Low resolution,0.9016219903327191,0.07451485480442507,-0.04569136867955942
28_surprise,True,DeepFace,b,Blur,0.9301816274103718,0.07188935933771692,0.08908416139917191
28_surprise,True,DeepFace,g,Greyscale,0.9999974572893793,0.0006417009058325768,0.00193276338379883
28_surprise,True,DeepFace,l,Low resolution,0.9016119542990937,0.08423860423133149,0.07078106974736731
29_angry,False,DeepFace,b,Blur,0.9855151966035812,0.040407750264285336,0.17380877523257354
29_angry,False,DeepFace,g,Greyscale,0.9999998378182379,0.00015813000640211043,0.0010603559961851888
29_angry,False,DeepFace,l,Low resolution,0.8806336150748151,0.09663829448465876,0.27256588562761563
2_disgust,False,DeepFace,b,Blur,0.8208547259352883,0.07997098573284231,-0.12135132066041954
2_disgust,False,DeepFace,g,Greyscale,0.999476410719314,0.004227444048487287,-0.0036962343438502465
2_disgust,False,DeepFace,l,Low resolution,0.7141895239390251,0.11275480035247773,-0.23812254370518626
30_disgust,False,DeepFace,b,Blur,0.21785290007582983,0.22133570041315445,0.0036023228641737792
30_disgust,False,DeepFace,g,Greyscale,0.9999895539095348,0.0010662870295774496,-0.003465129319760174
30_disgust,False,DeepFace,l,Low resolution,0.9995219493630226,0.011817289815517126,-0.06474072550490281
31_fear,False,DeepFace,b,Blur,0.9999984615999272,0.0004954775456846554,0.0040117114280509535
31_fear,False,DeepFace,g,Greyscale,0.9999999973498959,2.021089683064339e-05,-0.00014497310404382353
31_fear,False,DeepFace,l,Low resolution,0.9999749512355794,0.002876206602316455,0.031076715660542698
32_happy,False,DeepFace,b,Blur,0.999733097631003,0.005807726788764749,0.02702286485966446
32_happy,False,DeepFace,g,Greyscale,0.9999998408192265,0.00014459307335084573,0.0007416990206079166
32_happy,False,DeepFace,l,Low resolution,0.9985185895536416,0.014737961777221665,-0.0987175891850357
33_neutral,False,DeepFace,b,Blur,0.033858703529518856,0.26000225464628474,0.47226309143590817
33_neutral,False,DeepFace,g,Greyscale,0.9999985461986204,0.0005150213981598601,0.0026325285580397206
33_neutral,False,DeepFace,l,Low resolution,0.9986779120132926,0.01822775854889181,0.10656469544231442
34_sad,False,DeepFace,b,Blur,0.9976979780338422,0.020586439768235595,0.10632337087908802
34_sad,False,DeepFace,g,Greyscale,0.9999918987321693,0.0012666061072996542,-0.00785501282646478
34_sad,False,DeepFace,l,Low resolution,0.9584137691143395,0.08155655875706046,0.3559767610394765
3_fear,False,DeepFace,b,Blur,0.6219398755445729,0.1391240720802697,0.07033741722389669
3_fear,False,DeepFace,g,Greyscale,0.9999943245555988,0.0006827302561016527,-0.001946738842678819
3_fear,False,DeepFace,l,Low resolution,0.460579583531406,0.17362274376274406,-0.003045197561768853
