ambiguous,n_base_images,mean_entropy,sd_entropy,source,mean_human_similarity,dominant_agreement_rate
False,26,0.4842300836073499,0.16263852350072167,Human pooled reference,,
True,9,0.6451338971468844,0.11670689498990475,Human pooled reference,,
False,27,0.3648786937726493,0.2104624491943267,FER,0.728191966202675,0.5625
True,9,0.5586998618866733,0.21032730467623514,FER,0.7066547729073794,0.38235294117647056
False,27,0.2600389139135179,0.2143311040029925,DeepFace,0.5984492773563348,0.4854368932038835
True,9,0.2823103045346971,0.2193997376476594,DeepFace,0.5084134358146101,0.2222222222222222
